CIDR,IP_Version,ASN,ISP_Name,Country_Code,Country_Name,Start_IP,End_IP,IP_Count
177.177.153.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,177.177.153.0,177.177.153.255,256
177.177.166.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,177.177.166.0,177.177.166.255,256
177.177.175.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,177.177.175.0,177.177.175.255,256
177.177.191.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,177.177.191.0,177.177.191.255,256
177.177.208.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,177.177.208.0,177.177.208.255,256
177.177.209.0/24,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,177.177.209.0,177.177.209.255,256
177.177.210.0/23,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,177.177.210.0,177.177.211.255,512
177.177.212.0/24,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,177.177.212.0,177.177.212.255,256
177.177.213.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,177.177.213.0,177.177.213.255,256
177.177.214.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,177.177.214.0,177.177.214.255,256
177.177.215.0/24,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,177.177.215.0,177.177.215.255,256
177.177.216.0/24,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,177.177.216.0,177.177.216.255,256
177.177.217.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,177.177.217.0,177.177.217.255,256
177.177.218.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,177.177.218.0,177.177.218.255,256
177.177.219.0/24,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,177.177.219.0,177.177.219.255,256
177.177.220.0/23,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,177.177.220.0,177.177.221.255,512
177.177.222.0/23,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,177.177.222.0,177.177.223.255,512
177.202.194.0/24,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,177.202.194.0,177.202.194.255,256
177.202.197.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,177.202.197.0,177.202.197.255,256
177.202.198.0/24,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,177.202.198.0,177.202.198.255,256
177.202.202.0/24,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,177.202.202.0,177.202.202.255,256
177.203.48.0/24,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,177.203.48.0,177.203.48.255,256
177.203.49.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,177.203.49.0,177.203.49.255,256
177.203.50.0/24,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,177.203.50.0,177.203.50.255,256
177.203.51.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,177.203.51.0,177.203.51.255,256
177.203.52.0/23,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,177.203.52.0,177.203.53.255,512
177.203.54.0/23,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,177.203.54.0,177.203.55.255,512
177.203.56.0/24,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,177.203.56.0,177.203.56.255,256
177.203.57.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,177.203.57.0,177.203.57.255,256
177.203.58.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,177.203.58.0,177.203.58.255,256
177.203.59.0/24,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,177.203.59.0,177.203.59.255,256
177.203.60.0/23,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,177.203.60.0,177.203.61.255,512
177.203.62.0/23,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,177.203.62.0,177.203.63.255,512
178.16.125.0/24,4,56872,MACHOSTER-AS Vadim Kyrilovich PE,UA,Украина,178.16.125.0,178.16.125.255,256
178.18.231.0/24,4,197563,"GNMUA-AS ""GLOBALNET UA"" LLC",UA,Украина,178.18.231.0,178.18.231.255,256
178.20.152.0/21,4,42331,FREEHOST PE Freehost,UA,Украина,178.20.152.0,178.20.159.255,2048
178.23.191.0/24,4,49223,EVEREST-AS EVEREST TV AND RADIO COMPANY LLC,UA,Украина,178.23.191.0,178.23.191.255,256
178.54.128.0/17,4,48437,"MEREZHA-UA-AS PP ""Merezha""",UA,Украина,178.54.128.0,178.54.255.255,32768
178.74.192.0/18,4,49223,EVEREST-AS EVEREST TV AND RADIO COMPANY LLC,UA,Украина,178.74.192.0,178.74.255.255,16384
178.83.5.0/24,4,6698,virtualsystems Virtual Systems LLC,UA,Украина,178.83.5.0,178.83.5.255,256
178.92.46.0/23,4,6849,"UKRTELNET JSC ""Ukrtelecom""",UA,Украина,178.92.46.0,178.92.47.255,512
178.93.125.0/24,4,6849,"UKRTELNET JSC ""Ukrtelecom""",UA,Украина,178.93.125.0,178.93.125.255,256
178.93.126.0/23,4,6849,"UKRTELNET JSC ""Ukrtelecom""",UA,Украина,178.93.126.0,178.93.127.255,512
178.94.173.0/24,4,6849,"UKRTELNET JSC ""Ukrtelecom""",UA,Украина,178.94.173.0,178.94.173.255,256
178.94.193.0/24,4,6849,"UKRTELNET JSC ""Ukrtelecom""",UA,Украина,178.94.193.0,178.94.193.255,256
178.94.197.0/24,4,6849,"UKRTELNET JSC ""Ukrtelecom""",UA,Украина,178.94.197.0,178.94.197.255,256
178.94.199.0/24,4,6849,"UKRTELNET JSC ""Ukrtelecom""",UA,Украина,178.94.199.0,178.94.199.255,256
178.94.200.0/21,4,6849,"UKRTELNET JSC ""Ukrtelecom""",UA,Украина,178.94.200.0,178.94.207.255,2048
178.95.80.0/24,4,61297,DATACENTER-UA LIMITED LIABILITY COMPANY ANTE MEDIAM,UA,Украина,178.95.80.0,178.95.80.255,256
178.95.100.0/24,4,211130,"VNV-SOULUTION-AS VNV Solutions, LLC",UA,Украина,178.95.100.0,178.95.100.255,256
178.95.167.0/24,4,211130,"VNV-SOULUTION-AS VNV Solutions, LLC",UA,Украина,178.95.167.0,178.95.167.255,256
178.95.199.0/24,4,49162,NetEasy-AS NetEasy LLC,UA,Украина,178.95.199.0,178.95.199.255,256
178.95.205.0/24,4,49162,NetEasy-AS NetEasy LLC,UA,Украина,178.95.205.0,178.95.205.255,256
178.95.207.0/24,4,35297,DATALINE-AS Dataline LLC,UA,Украина,178.95.207.0,178.95.207.255,256
178.95.249.0/24,4,35297,DATALINE-AS Dataline LLC,UA,Украина,178.95.249.0,178.95.249.255,256
178.133.0.0/16,4,21497,"UMC-AS PrJSC ""VF UKRAINE""",UA,Украина,178.133.0.0,178.133.255.255,65536
178.136.0.0/20,4,21497,"UMC-AS PrJSC ""VF UKRAINE""",UA,Украина,178.136.0.0,178.136.15.255,4096
178.136.28.0/22,4,21497,"UMC-AS PrJSC ""VF UKRAINE""",UA,Украина,178.136.28.0,178.136.31.255,1024
178.136.32.0/22,4,21497,"UMC-AS PrJSC ""VF UKRAINE""",UA,Украина,178.136.32.0,178.136.35.255,1024
178.136.36.0/22,4,34143,FREENET_LLC FREENET JSC,UA,Украина,178.136.36.0,178.136.39.255,1024
178.136.40.0/21,4,21497,"UMC-AS PrJSC ""VF UKRAINE""",UA,Украина,178.136.40.0,178.136.47.255,2048
178.136.48.0/21,4,6703,"ALKAR-AS PRIVATE JOINT-STOCK COMPANY ""FARLEP-INVEST""",UA,Украина,178.136.48.0,178.136.55.255,2048
178.136.56.0/21,4,21497,"UMC-AS PrJSC ""VF UKRAINE""",UA,Украина,178.136.56.0,178.136.63.255,2048
178.136.64.0/22,4,21497,"UMC-AS PrJSC ""VF UKRAINE""",UA,Украина,178.136.64.0,178.136.67.255,1024
178.136.69.0/24,4,21497,"UMC-AS PrJSC ""VF UKRAINE""",UA,Украина,178.136.69.0,178.136.69.255,256
178.136.73.0/24,4,21497,"UMC-AS PrJSC ""VF UKRAINE""",UA,Украина,178.136.73.0,178.136.73.255,256
178.136.80.0/21,4,6703,"ALKAR-AS PRIVATE JOINT-STOCK COMPANY ""FARLEP-INVEST""",UA,Украина,178.136.80.0,178.136.87.255,2048
178.136.92.0/22,4,34143,FREENET_LLC FREENET JSC,UA,Украина,178.136.92.0,178.136.95.255,1024
178.136.96.0/20,4,21497,"UMC-AS PrJSC ""VF UKRAINE""",UA,Украина,178.136.96.0,178.136.111.255,4096
178.136.120.0/21,4,6703,"ALKAR-AS PRIVATE JOINT-STOCK COMPANY ""FARLEP-INVEST""",UA,Украина,178.136.120.0,178.136.127.255,2048
178.136.128.0/23,4,6703,"ALKAR-AS PRIVATE JOINT-STOCK COMPANY ""FARLEP-INVEST""",UA,Украина,178.136.128.0,178.136.129.255,512
178.136.132.0/24,4,21497,"UMC-AS PrJSC ""VF UKRAINE""",UA,Украина,178.136.132.0,178.136.132.255,256
178.136.144.0/20,4,6703,"ALKAR-AS PRIVATE JOINT-STOCK COMPANY ""FARLEP-INVEST""",UA,Украина,178.136.144.0,178.136.159.255,4096
178.136.160.0/20,4,6703,"ALKAR-AS PRIVATE JOINT-STOCK COMPANY ""FARLEP-INVEST""",UA,Украина,178.136.160.0,178.136.175.255,4096
178.136.176.0/22,4,6703,"ALKAR-AS PRIVATE JOINT-STOCK COMPANY ""FARLEP-INVEST""",UA,Украина,178.136.176.0,178.136.179.255,1024
178.136.180.0/23,4,6703,"ALKAR-AS PRIVATE JOINT-STOCK COMPANY ""FARLEP-INVEST""",UA,Украина,178.136.180.0,178.136.181.255,512
178.136.182.0/24,4,6703,"ALKAR-AS PRIVATE JOINT-STOCK COMPANY ""FARLEP-INVEST""",UA,Украина,178.136.182.0,178.136.182.255,256
178.136.184.0/22,4,6703,"ALKAR-AS PRIVATE JOINT-STOCK COMPANY ""FARLEP-INVEST""",UA,Украина,178.136.184.0,178.136.187.255,1024
178.136.188.0/23,4,6703,"ALKAR-AS PRIVATE JOINT-STOCK COMPANY ""FARLEP-INVEST""",UA,Украина,178.136.188.0,178.136.189.255,512
178.136.190.0/24,4,6703,"ALKAR-AS PRIVATE JOINT-STOCK COMPANY ""FARLEP-INVEST""",UA,Украина,178.136.190.0,178.136.190.255,256
178.136.191.0/24,4,21497,"UMC-AS PrJSC ""VF UKRAINE""",UA,Украина,178.136.191.0,178.136.191.255,256
178.136.192.0/19,4,6703,"ALKAR-AS PRIVATE JOINT-STOCK COMPANY ""FARLEP-INVEST""",UA,Украина,178.136.192.0,178.136.223.255,8192
178.136.224.0/22,4,6703,"ALKAR-AS PRIVATE JOINT-STOCK COMPANY ""FARLEP-INVEST""",UA,Украина,178.136.224.0,178.136.227.255,1024
178.136.228.0/24,4,197610,KGNG-AS Concern Galnaftogaz PJSC,UA,Украина,178.136.228.0,178.136.228.255,256
178.136.230.0/23,4,6703,"ALKAR-AS PRIVATE JOINT-STOCK COMPANY ""FARLEP-INVEST""",UA,Украина,178.136.230.0,178.136.231.255,512
178.136.233.0/24,4,6703,"ALKAR-AS PRIVATE JOINT-STOCK COMPANY ""FARLEP-INVEST""",UA,Украина,178.136.233.0,178.136.233.255,256
178.136.234.0/23,4,6703,"ALKAR-AS PRIVATE JOINT-STOCK COMPANY ""FARLEP-INVEST""",UA,Украина,178.136.234.0,178.136.235.255,512
178.136.236.0/24,4,6703,"ALKAR-AS PRIVATE JOINT-STOCK COMPANY ""FARLEP-INVEST""",UA,Украина,178.136.236.0,178.136.236.255,256
178.136.237.0/24,4,6703,"ALKAR-AS PRIVATE JOINT-STOCK COMPANY ""FARLEP-INVEST""",UA,Украина,178.136.237.0,178.136.237.255,256
178.136.238.0/23,4,6703,"ALKAR-AS PRIVATE JOINT-STOCK COMPANY ""FARLEP-INVEST""",UA,Украина,178.136.238.0,178.136.239.255,512
178.136.240.0/21,4,6703,"ALKAR-AS PRIVATE JOINT-STOCK COMPANY ""FARLEP-INVEST""",UA,Украина,178.136.240.0,178.136.247.255,2048
178.137.0.0/16,4,15895,"KSNET-AS ""Kyivstar"" PJSC",UA,Украина,178.137.0.0,178.137.255.255,65536
178.150.0.0/16,4,13188,TRIOLAN CONTENT DELIVERY NETWORK LTD,UA,Украина,178.150.0.0,178.150.255.255,65536
178.151.0.0/17,4,13188,TRIOLAN CONTENT DELIVERY NETWORK LTD,UA,Украина,178.151.0.0,178.151.127.255,32768
178.151.128.0/18,4,13188,TRIOLAN CONTENT DELIVERY NETWORK LTD,UA,Украина,178.151.128.0,178.151.191.255,16384
178.151.192.0/20,4,13188,TRIOLAN CONTENT DELIVERY NETWORK LTD,UA,Украина,178.151.192.0,178.151.207.255,4096
178.151.208.0/21,4,13188,TRIOLAN CONTENT DELIVERY NETWORK LTD,UA,Украина,178.151.208.0,178.151.215.255,2048
178.151.216.0/23,4,13188,TRIOLAN CONTENT DELIVERY NETWORK LTD,UA,Украина,178.151.216.0,178.151.217.255,512
178.151.219.0/24,4,13188,TRIOLAN CONTENT DELIVERY NETWORK LTD,UA,Украина,178.151.219.0,178.151.219.255,256
178.151.220.0/22,4,13188,TRIOLAN CONTENT DELIVERY NETWORK LTD,UA,Украина,178.151.220.0,178.151.223.255,1024
178.151.224.0/19,4,13188,TRIOLAN CONTENT DELIVERY NETWORK LTD,UA,Украина,178.151.224.0,178.151.255.255,8192
178.158.128.0/19,4,50780,ISP-EASTNET-AS EAST-NET Ltd,UA,Украина,178.158.128.0,178.158.159.255,8192
178.158.160.0/21,4,50780,ISP-EASTNET-AS EAST-NET Ltd,UA,Украина,178.158.160.0,178.158.167.255,2048
178.158.168.0/24,4,50780,ISP-EASTNET-AS EAST-NET Ltd,UA,Украина,178.158.168.0,178.158.168.255,256
178.158.169.0/24,4,50780,ISP-EASTNET-AS EAST-NET Ltd,UA,Украина,178.158.169.0,178.158.169.255,256
178.158.170.0/24,4,50780,ISP-EASTNET-AS EAST-NET Ltd,UA,Украина,178.158.170.0,178.158.170.255,256
178.158.171.0/24,4,50780,ISP-EASTNET-AS EAST-NET Ltd,UA,Украина,178.158.171.0,178.158.171.255,256
178.158.172.0/22,4,50780,ISP-EASTNET-AS EAST-NET Ltd,UA,Украина,178.158.172.0,178.158.175.255,1024
178.158.176.0/21,4,50780,ISP-EASTNET-AS EAST-NET Ltd,UA,Украина,178.158.176.0,178.158.183.255,2048
178.158.184.0/22,4,50780,ISP-EASTNET-AS EAST-NET Ltd,UA,Украина,178.158.184.0,178.158.187.255,1024
178.158.188.0/23,4,50780,ISP-EASTNET-AS EAST-NET Ltd,UA,Украина,178.158.188.0,178.158.189.255,512
178.158.190.0/24,4,50780,ISP-EASTNET-AS EAST-NET Ltd,UA,Украина,178.158.190.0,178.158.190.255,256
178.158.191.0/24,4,50780,ISP-EASTNET-AS EAST-NET Ltd,UA,Украина,178.158.191.0,178.158.191.255,256
178.158.192.0/18,4,43139,MAXIMUMA-AS Maximum-Net LLC,UA,Украина,178.158.192.0,178.158.255.255,16384
178.159.37.0/24,4,206791,SBY-Telecom-AS Slobozhenyuk B.Y. PE,UA,Украина,178.159.37.0,178.159.37.255,256
178.159.108.0/22,4,34661,"BREEZE-NETWORK TOV TRK ""Briz""",UA,Украина,178.159.108.0,178.159.111.255,1024
178.159.208.0/20,4,24812,ASHOMENET RPC HomeNet Ltd.,UA,Украина,178.159.208.0,178.159.223.255,4096
178.159.224.0/20,4,43967,TEREMKI-AS TEREMKY LAN ISP LLC,UA,Украина,178.159.224.0,178.159.239.255,4096
178.165.0.0/19,4,34700,"CITYNET-AS MAXNET TELECOM, LTD",UA,Украина,178.165.0.0,178.165.31.255,8192
178.165.32.0/20,4,34700,"CITYNET-AS MAXNET TELECOM, LTD",UA,Украина,178.165.32.0,178.165.47.255,4096
178.165.48.0/20,4,34700,"CITYNET-AS MAXNET TELECOM, LTD",UA,Украина,178.165.48.0,178.165.63.255,4096
178.165.64.0/18,4,34700,"CITYNET-AS MAXNET TELECOM, LTD",UA,Украина,178.165.64.0,178.165.127.255,16384
178.209.80.0/21,4,204384,"SweetTV LLC ""OTT UKRAINE""",UA,Украина,178.209.80.0,178.209.87.255,2048
178.210.128.0/19,4,49984,"TELCOM-UA-AS ""Telecomunikatsiina Companiya"" Ltd",UA,Украина,178.210.128.0,178.210.159.255,8192
178.210.192.0/19,4,47359,"CITYNET-ZP-AS ""Tvoi Net"" Ltd.",UA,Украина,178.210.192.0,178.210.223.255,8192
178.211.96.0/19,4,8788,"ADAMANT Kyiv, Ukraine",UA,Украина,178.211.96.0,178.211.127.255,8192
178.211.135.0/24,4,210092,GOLDENNET Rabchuk Valentyna Viktorivna,UA,Украина,178.211.135.0,178.211.135.255,256
178.211.140.0/24,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,178.211.140.0,178.211.140.255,256
178.211.155.0/24,4,49276,Deltahost Zemlyaniy Dmitro Leonidovich,UA,Украина,178.211.155.0,178.211.155.255,256
178.212.96.0/21,4,48957,"NETWORK-LVIV-AS Joint Ukrainian American Enterprise ""Telecommunications Resource Center"" ltd",UA,Украина,178.212.96.0,178.212.103.255,2048
178.212.104.0/21,4,24893,POLYNET-AS Lviv Polytechnic National University,UA,Украина,178.212.104.0,178.212.111.255,2048
178.212.192.0/21,4,39065,SOHONET-AS Southern Telecommunication Company Ltd.,UA,Украина,178.212.192.0,178.212.199.255,2048
178.212.232.0/21,4,197002,ASTENOR OOO Tenor,UA,Украина,178.212.232.0,178.212.239.255,2048
178.212.240.0/21,4,44629,POINTUA-AS PE Sinenko Vitaliy Mihailovich,UA,Украина,178.212.240.0,178.212.247.255,2048
178.213.0.0/21,4,12438,SUNLINE-AS Enterpreneur Oshitjer Igor Anatolievich,UA,Украина,178.213.0.0,178.213.7.255,2048
178.213.104.0/21,4,197287,DONSATTV-AS Center for Satellite Television DonSatTV plus Ltd,UA,Украина,178.213.104.0,178.213.111.255,2048
178.213.168.0/21,4,31520,"Datagroup-Retail PRIVATE JOINT STOCK COMPANY ""DATAGROUP""",UA,Украина,178.213.168.0,178.213.175.255,2048
178.213.184.0/21,4,196777,SKYNET-UA-AS SKORUK ANDRIY OLEKSANDROVYCH,UA,Украина,178.213.184.0,178.213.191.255,2048
178.214.192.0/21,4,42546,UOS UKRANIAN OPTICAL SYSTEMS AND TECHNOLOGIES LLC,UA,Украина,178.214.192.0,178.214.199.255,2048
178.214.200.0/22,4,41985,STARGROUP-UA-AS Stargroup LLC,UA,Украина,178.214.200.0,178.214.203.255,1024
178.214.204.0/22,4,213996,"J-AND-Y-ASN ""J&Y"" LLC",UA,Украина,178.214.204.0,178.214.207.255,1024
178.215.160.0/20,4,15377,FREGAT TRADITIONAL LLC,UA,Украина,178.215.160.0,178.215.175.255,4096
178.215.176.0/20,4,39399,FENIXVT-AS Private Enterprise Firma Fenix VT,UA,Украина,178.215.176.0,178.215.191.255,4096
178.215.240.0/20,4,48081,TRK-GOK-AS TeleRadioCompany GOK LTD,UA,Украина,178.215.240.0,178.215.255.255,4096
178.216.0.0/21,4,50751,Chuguev CHKS LLC,UA,Украина,178.216.0.0,178.216.7.255,2048
178.216.12.0/23,4,61163,tv Global Technologies of Ukraine LLC,UA,Украина,178.216.12.0,178.216.13.255,512
178.216.14.0/24,4,59577,LINKCOM-LVIV-AS LinkCom Networks LLC,UA,Украина,178.216.14.0,178.216.14.255,256
178.216.16.0/21,4,25133,"MCLAUT-AS LLC ""McLaut-Invest""",UA,Украина,178.216.16.0,178.216.23.255,2048
178.216.168.0/22,4,41062,PRO100-NET-AS ProstoHosting LTD,UA,Украина,178.216.168.0,178.216.171.255,1024
178.216.224.0/21,4,48964,"ENTERRA-as Private Enterprise ""Enterra""",UA,Украина,178.216.224.0,178.216.231.255,2048
178.217.208.0/21,4,51216,orbita-tv-net LLC Pobutradiotehnika T/K Orbita-tv,UA,Украина,178.217.208.0,178.217.215.255,2048
178.218.64.0/20,4,34605,LINET-AS Limited Liability Company Linet LTD,UA,Украина,178.218.64.0,178.218.79.255,4096
178.219.80.0/20,4,51069,ASDNEPRONET Volodymyr Shtark,UA,Украина,178.219.80.0,178.219.95.255,4096
178.250.189.0/24,4,214379,SPN South Park Networks LLC,UA,Украина,178.250.189.0,178.250.189.255,256
178.251.104.0/21,4,35297,DATALINE-AS Dataline LLC,UA,Украина,178.251.104.0,178.251.111.255,2048
178.255.176.0/23,4,6723,"UA-XAIM ""AS6723"" LIMITED LIABILITY COMPANY",UA,Украина,178.255.176.0,178.255.177.255,512
178.255.178.0/24,4,6723,"UA-XAIM ""AS6723"" LIMITED LIABILITY COMPANY",UA,Украина,178.255.178.0,178.255.178.255,256
178.255.179.0/24,4,6723,"UA-XAIM ""AS6723"" LIMITED LIABILITY COMPANY",UA,Украина,178.255.179.0,178.255.179.255,256
178.255.180.0/23,4,6723,"UA-XAIM ""AS6723"" LIMITED LIABILITY COMPANY",UA,Украина,178.255.180.0,178.255.181.255,512
178.255.183.0/24,4,6723,"UA-XAIM ""AS6723"" LIMITED LIABILITY COMPANY",UA,Украина,178.255.183.0,178.255.183.255,256
179.66.176.0/24,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.66.176.0,179.66.176.255,256
179.66.177.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.66.177.0,179.66.177.255,256
179.66.178.0/24,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.66.178.0,179.66.178.255,256
179.66.179.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.66.179.0,179.66.179.255,256
179.66.180.0/23,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.66.180.0,179.66.181.255,512
179.66.182.0/23,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.66.182.0,179.66.183.255,512
179.66.184.0/24,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.66.184.0,179.66.184.255,256
179.66.185.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.66.185.0,179.66.185.255,256
179.66.186.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.66.186.0,179.66.186.255,256
179.66.187.0/24,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.66.187.0,179.66.187.255,256
179.66.188.0/24,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.66.188.0,179.66.188.255,256
179.66.189.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.66.189.0,179.66.189.255,256
179.66.190.0/23,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.66.190.0,179.66.191.255,512
179.66.212.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.66.212.0,179.66.212.255,256
179.66.221.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.66.221.0,179.66.221.255,256
179.66.231.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.66.231.0,179.66.231.255,256
179.66.240.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.66.240.0,179.66.240.255,256
179.66.246.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.66.246.0,179.66.246.255,256
179.236.32.0/24,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.236.32.0,179.236.32.255,256
179.236.33.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.236.33.0,179.236.33.255,256
179.236.34.0/24,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.236.34.0,179.236.34.255,256
179.236.35.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.236.35.0,179.236.35.255,256
179.236.36.0/23,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.236.36.0,179.236.37.255,512
179.236.38.0/23,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.236.38.0,179.236.39.255,512
179.236.40.0/24,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.236.40.0,179.236.40.255,256
179.236.41.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.236.41.0,179.236.41.255,256
179.236.42.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.236.42.0,179.236.42.255,256
179.236.43.0/24,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.236.43.0,179.236.43.255,256
179.236.44.0/23,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.236.44.0,179.236.45.255,512
179.236.46.0/24,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.236.46.0,179.236.46.255,256
179.236.47.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.236.47.0,179.236.47.255,256
179.252.208.0/24,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.252.208.0,179.252.208.255,256
179.252.209.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.252.209.0,179.252.209.255,256
179.252.210.0/24,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.252.210.0,179.252.210.255,256
179.252.211.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.252.211.0,179.252.211.255,256
179.252.212.0/23,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.252.212.0,179.252.213.255,512
179.252.214.0/23,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.252.214.0,179.252.215.255,512
179.252.216.0/23,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.252.216.0,179.252.217.255,512
179.252.218.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.252.218.0,179.252.218.255,256
179.252.219.0/24,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.252.219.0,179.252.219.255,256
179.252.220.0/24,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.252.220.0,179.252.220.255,256
179.252.221.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.252.221.0,179.252.221.255,256
179.252.222.0/24,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.252.222.0,179.252.222.255,256
179.252.223.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.252.223.0,179.252.223.255,256
179.254.82.0/24,4,207513,"HOSTOFF LLC ""HOSTOFF CSL""",UA,Украина,179.254.82.0,179.254.82.255,256
179.254.86.0/24,4,207513,"HOSTOFF LLC ""HOSTOFF CSL""",UA,Украина,179.254.86.0,179.254.86.255,256
179.255.176.0/24,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.255.176.0,179.255.176.255,256
179.255.177.0/24,4,48031,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.255.177.0,179.255.177.255,256
179.255.178.0/24,4,202656,XServerCloud Ivanov Vitaliy Sergeevich,UA,Украина,179.255.178.0,179.255.178.255,256
